state,park,recreation_visitors,recreation_visitors_percent_change,recreation_visitor_days,recreation_visitor_days_percent_change,non_recreation_visitors,non_recreation_visitors_percent_change,recreation_visitor_hours,recreation_visitor_hours_percent_change,non_recreation_visitor_hours,non_recreation_visitor_hours_percent_change,concessioner_lodging_overnights,concessioner_lodging_overnights_percent_change,concessioner_camping_overnights,concessioner_camping_overnights_percent_change,tent_overnights,tent_overnights_percent_change,recreation_vehicle_overnights,recreation_vehicle_overnights_percent_change,back_country_overnights,back_country_overnights_percent_change,non_recreation_overnights,non_recreation_overnights_percent_change,misc_overnights,misc_overnights_percent_change,total_recreation_visitors,total_recreation_visitors_percent_change,total_recreation_visitor_days,total_recreation_visitor_days_percent_change,total_non_recreation_visitors,total_non_recreation_visitors_percent_change,total_recreation_visitor_hours,total_recreation_visitor_hours_percent_change,total_non_recreation_visitor_hours,total_non_recreation_visitor_hours_percent_change,total_concessioner_lodging_overnights,total_concessioner_lodging_overnights_percent_change,total_concessioner_camping_overnights,total_concessioner_camping_overnights_percent_change,total_tent_overnights,total_tent_overnights_percent_change,total_recreation_vehicle_overnights,total_recreation_vehicle_overnights_percent_change,total_back_country_overnights,total_back_country_overnights_percent_change,total_non_recreation_overnights,total_non_recreation_overnights_percent_change,total_misc_overnights,total_misc_overnights_percent_change,grand_total_recreation_visitors,grand_total_recreation_visitors_percent_change,grand_total_recreation_visitor_days,grand_total_recreation_visitor_days_percent_change,grand_total_non_recreation_visitors,grand_total_non_recreation_visitors_percent_change,grand_total_recreation_visitor_hours,grand_total_recreation_visitor_hours_percent_change,grand_total_non_recreation_visitor_hours,grand_total_non_recreation_visitor_hours_percent_change,grand_total_concessioner_lodging_overnights,grand_total_concessioner_lodging_overnights_percent_change,grand_total_concessioner_camping_overnights,grand_total_concessioner_camping_overnights_percent_change,grand_total_tent_overnights,grand_total_tent_overnights_percent_change,grand_total_recreation_vehicle_overnights,grand_total_recreation_vehicle_overnights_percent_change,grand_total_back_country_overnights,grand_total_back_country_overnights_percent_change,grand_total_non_recreation_overnights,grand_total_non_recreation_overnights_percent_change,grand_total_misc_overnights,grand_total_misc_overnights_percent_change
Utah,Dinosaur NM,"83,749",-1.35%,"45,067",-3.27%,732,0.00%,"540,804",-3.27%,732,0.00%,0,,0,,"16,019",57.85%,"15,182",23.18%,"8,419",-18.41%,0,11.88%,"1,017",,Subtotal Utah,"15,821,579",0.91%,"7,473,726",-5.18%,"581,709",,"89,684,780",-5.18%,"325,837",,"161,922",,"3,632",,"215,023",7.28%,"241,114",14.03%,"94,325",-4.67%,0,-51.57%,"63,333",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Utah,Glen Canyon NRA,"3,582,708",-11.88%,"2,109,265",-30.91%,"3,171",-22.41%,"25,311,185",-30.91%,"38,071",-22.37%,"15,074",27.14%,"3,632",24.09%,0,,"4,085",93.33%,"2,513",-51.86%,0,-89.82%,"8,726",,Subtotal Utah,"15,821,579",0.91%,"7,473,726",-5.18%,"581,709",,"89,684,780",-5.18%,"325,837",,"161,922",,"3,632",,"215,023",7.28%,"241,114",14.03%,"94,325",-4.67%,0,-51.57%,"63,333",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Utah,Golden Spike NHP,"55,285",4.28%,"10,758",4.05%,"31,000",0.00%,"129,099",4.05%,"15,500",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Utah,"15,821,579",0.91%,"7,473,726",-5.18%,"581,709",,"89,684,780",-5.18%,"325,837",,"161,922",,"3,632",,"215,023",7.28%,"241,114",14.03%,"94,325",-4.67%,0,-51.57%,"63,333",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Utah,Hovenweep NM,"17,624",-10.67%,"6,072",17.47%,168,0.00%,"72,868",17.46%,36,0.00%,0,,0,,"1,094",101.85%,"1,705",49.82%,0,,0,,0,,Subtotal Utah,"15,821,579",0.91%,"7,473,726",-5.18%,"581,709",,"89,684,780",-5.18%,"325,837",,"161,922",,"3,632",,"215,023",7.28%,"241,114",14.03%,"94,325",-4.67%,0,-51.57%,"63,333",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Utah,Natural Bridges NM,"75,680",-9.65%,"48,017",18.61%,800,0.00%,"576,213",18.61%,400,0.00%,0,,0,,"6,907",169.59%,"6,041",76.69%,0,,0,,0,,Subtotal Utah,"15,821,579",0.91%,"7,473,726",-5.18%,"581,709",,"89,684,780",-5.18%,"325,837",,"161,922",,"3,632",,"215,023",7.28%,"241,114",14.03%,"94,325",-4.67%,0,-51.57%,"63,333",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Utah,Rainbow Bridge NM,"17,488",10498.79%,"1,457",11107.69%,0,,"17,488",10498.79%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Utah,"15,821,579",0.91%,"7,473,726",-5.18%,"581,709",,"89,684,780",-5.18%,"325,837",,"161,922",,"3,632",,"215,023",7.28%,"241,114",14.03%,"94,325",-4.67%,0,-51.57%,"63,333",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Utah,Timpanogos Cave NM,"114,034",-5.49%,"19,950",0.33%,0,,"239,404",0.33%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Utah,"15,821,579",0.91%,"7,473,726",-5.18%,"581,709",,"89,684,780",-5.18%,"325,837",,"161,922",,"3,632",,"215,023",7.28%,"241,114",14.03%,"94,325",-4.67%,0,-51.57%,"63,333",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Utah,Zion NP,"4,946,592",6.99%,"2,607,505",6.17%,"21,900",0.00%,"31,290,065",6.17%,"5,475",0.00%,"97,075",1.78%,0,,"94,830",-5.56%,"94,744",10.23%,"10,870",27.93%,0,27.73%,"38,589",,Subtotal Utah,"15,821,579",0.91%,"7,473,726",-5.18%,"581,709",,"89,684,780",-5.18%,"325,837",,"161,922",,"3,632",,"215,023",7.28%,"241,114",14.03%,"94,325",-4.67%,0,-51.57%,"63,333",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Vermont,Marsh-Billings-Rockefeller NHP,"81,713",13.81%,"13,618",13.81%,0,,"163,426",13.81%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Vermont,"81,713",13.81%,"13,618",13.81%,0,,"163,426",13.81%,0,,0,,0,,0,,0,,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virgin Islands,Buck Island Reef NM,"42,289",-8.48%,"20,516",-6.83%,0,,"246,199",-6.83%,0,,0,,0,,0,,0,,0,,0,0.00%,"3,840",,Subtotal Virgin Islands,"603,042",18.06%,"245,609",19.30%,"217,556",,"2,947,342",19.30%,"67,646",,"11,471",,"15,331",,0,,0,,0,,"2,305",5.31%,"24,591",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virgin Islands,Christiansted NHS,"124,539",16.21%,"5,471",12.78%,0,,"65,660",12.79%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Virgin Islands,"603,042",18.06%,"245,609",19.30%,"217,556",,"2,947,342",19.30%,"67,646",,"11,471",,"15,331",,0,,0,,0,,"2,305",5.31%,"24,591",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virgin Islands,Salt River Bay NHP & Ecological Pres,"13,185",-3.98%,"2,821",-1.64%,0,,"33,863",-1.64%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Virgin Islands,"603,042",18.06%,"245,609",19.30%,"217,556",,"2,947,342",19.30%,"67,646",,"11,471",,"15,331",,0,,0,,0,,"2,305",5.31%,"24,591",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virgin Islands,Virgin Islands NP,"423,029",23.09%,"216,801",23.09%,"217,556",-5.92%,"2,601,620",23.09%,"67,646",-3.75%,"11,471",5.64%,"15,331",29.98%,0,,0,,0,,"2,305",6.36%,"20,751",6.37%,Subtotal Virgin Islands,"603,042",18.06%,"245,609",19.30%,"217,556",,"2,947,342",19.30%,"67,646",,"11,471",,"15,331",,0,,0,,0,,"2,305",5.31%,"24,591",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,Appomattox Court House NHP,"83,769",-8.91%,"10,138",-8.91%,0,,"121,665",-8.91%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,Arlington House The R.E. Lee MEM,"447,641",6.78%,"18,651",6.78%,0,,"223,820",6.78%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,Assateague Island NS,"1,245,707",-20.95%,"823,118",-26.81%,"1,800",-25.37%,"9,877,425",-26.81%,"1,800",-25.37%,0,,0,,0,,0,,0,-100.00%,0,-100.00%,0,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,Blue Ridge PKWY,"5,462,466",-14.22%,"2,783,365",-15.51%,"379,050",-21.94%,"33,400,390",-15.51%,"189,522",-21.94%,"13,839",-10.79%,0,,"6,938",-49.58%,"5,128",-36.49%,161,-17.01%,0,,0,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,Booker T. Washington NM,"24,209",-15.69%,"2,160",-17.37%,84,0.00%,"25,927",-17.35%,12,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,Colonial NHP,"2,551,228",-5.23%,"222,448",-5.19%,"1,463,616",0.20%,"2,669,377",-5.19%,"731,808",0.20%,0,,0,,0,,0,,0,,0,,0,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,Cumberland Gap NHP,"51,047",-8.54%,"10,059",-9.23%,"432,715",1.41%,"120,709",-9.23%,"216,358",1.41%,0,,0,,476,2.59%,"1,382",-1.07%,39,-32.76%,0,-51.36%,125,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,Fredericksburg & Spotsylvania NMP,"818,533",-3.12%,"32,735",0.49%,"1,485,261",4.57%,"392,829",0.49%,"167,428",2.24%,0,,0,,0,,0,,0,,0,,0,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,George Washington Birthplace NM,"58,983",-40.33%,"14,768",-41.03%,"7,200",0.00%,"177,217",-41.03%,"7,200",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,George Washington MEM PKWY,"6,782,717",-8.23%,"772,422",-7.74%,"35,358,148",1.74%,"9,269,075",-7.74%,"17,679,074",1.74%,0,,0,,0,,0,,0,,0,,0,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,LBJ Memorial Grove on the Potomac,"241,358",-7.29%,"10,056",-7.29%,0,,"120,679",-7.29%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,Maggie L. Walker NHS,"6,310",-1.13%,788,-1.13%,0,,"9,465",-1.12%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,Manassas NBP,"541,965",-4.06%,"33,872",-4.06%,480,0.00%,"406,475",-4.06%,84,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,Petersburg NB,"191,623",4.89%,"16,431",6.52%,"423,798",4.65%,"197,175",6.52%,"105,947",4.65%,0,,0,,0,,0,,0,,0,,0,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,Prince William Forest Park,"355,196",20.15%,"302,915",26.80%,120,0.00%,"3,634,988",26.80%,240,0.00%,0,,"22,297",,"17,135",-6.10%,"2,063",23.90%,669,12.44%,0,-0.08%,"54,200",,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,Richmond NBP,"156,538",-7.45%,"21,798",-7.75%,"125,379",-13.68%,"261,584",-7.75%,"31,344",-13.68%,0,,0,,0,,0,,0,,0,,0,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,Shenandoah NP,"1,720,211",9.15%,"870,952",-4.25%,"10,962",0.00%,"10,451,424",-4.25%,"2,742",0.00%,"46,496",-0.66%,0,,"127,314",4.33%,"65,937",-2.77%,"28,544",-57.86%,0,29.33%,560,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,Theodore Roosevelt Island,"174,954",14.31%,"26,243",14.31%,0,,"314,919",14.31%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Virginia,Wolf Trap NP for the Performing Arts,"447,863",-8.41%,"149,287",-8.41%,0,,"1,791,452",-8.41%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Virginia,"21,362,318",-8.17%,"6,122,206",-12.68%,"39,688,613",,"73,466,595",-12.68%,"19,133,559",,"60,335",,"22,297",,"151,863",,"74,510",,"29,413",,0,,"54,885",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Washington,Fort Vancouver NHS,"1,007,756",4.15%,"89,662",3.00%,900,-76.59%,"1,075,953",3.00%,"7,200",-76.59%,0,,0,,0,,0,,0,,0,,0,,Subtotal Washington,"9,036,038",8.94%,"3,877,275",-1.50%,"2,034,043",3.00%,"46,527,370",-1.50%,"1,254,282",1.39%,"159,770",,"16,494",,"285,893",,"202,503",,"212,996",,0,,"7,687",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Washington,Klondike Gold Rush NHP Seattle,"81,652",13.42%,"11,907",13.42%,0,,"142,890",13.42%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Washington,"9,036,038",8.94%,"3,877,275",-1.50%,"2,034,043",3.00%,"46,527,370",-1.50%,"1,254,282",1.39%,"159,770",,"16,494",,"285,893",,"202,503",,"212,996",,0,,"7,687",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Washington,Lake Chelan NRA,"30,815",-21.83%,"30,622",-39.24%,0,,"367,464",-39.24%,0,,"5,818",-38.74%,0,,"3,502",-54.87%,0,,667,-61.71%,0,,0,,Subtotal Washington,"9,036,038",8.94%,"3,877,275",-1.50%,"2,034,043",3.00%,"46,527,370",-1.50%,"1,254,282",1.39%,"159,770",,"16,494",,"285,893",,"202,503",,"212,996",,0,,"7,687",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Washington,Lake Roosevelt NRA,"1,091,489",-4.29%,"345,585",-2.82%,"1,200",0.00%,"4,147,026",-2.82%,600,0.00%,"6,223",-62.32%,"3,641",-43.49%,"49,658",-4.75%,"59,198",10.71%,"2,755",4.12%,0,10.34%,"4,206",,Subtotal Washington,"9,036,038",8.94%,"3,877,275",-1.50%,"2,034,043",3.00%,"46,527,370",-1.50%,"1,254,282",1.39%,"159,770",,"16,494",,"285,893",,"202,503",,"212,996",,0,,"7,687",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Washington,Manhattan Project NHP,"19,644",16.42%,"5,763",21.61%,0,,"69,159",21.61%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Washington,"9,036,038",8.94%,"3,877,275",-1.50%,"2,034,043",3.00%,"46,527,370",-1.50%,"1,254,282",1.39%,"159,770",,"16,494",,"285,893",,"202,503",,"212,996",,0,,"7,687",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Washington,Minidoka NHS,"12,495",34.38%,"2,082",34.41%,0,,"24,990",34.38%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Washington,"9,036,038",8.94%,"3,877,275",-1.50%,"2,034,043",3.00%,"46,527,370",-1.50%,"1,254,282",1.39%,"159,770",,"16,494",,"285,893",,"202,503",,"212,996",,0,,"7,687",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Washington,Mount Rainier NP,"1,620,006",-3.24%,"1,637,817",-6.68%,"870,722",2.55%,"19,653,806",-6.68%,"870,722",2.55%,"44,433",6.28%,0,,"52,110",-12.79%,"29,983",1.20%,"53,823",-0.23%,0,-94.05%,531,,Subtotal Washington,"9,036,038",8.94%,"3,877,275",-1.50%,"2,034,043",3.00%,"46,527,370",-1.50%,"1,254,282",1.39%,"159,770",,"16,494",,"285,893",,"202,503",,"212,996",,0,,"7,687",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Washington,North Cascades NP,"16,485",-59.15%,"25,522",-42.41%,0,,"306,273",-42.41%,0,,0,,0,,0,,0,,"12,948",-32.30%,0,,0,,Subtotal Washington,"9,036,038",8.94%,"3,877,275",-1.50%,"2,034,043",3.00%,"46,527,370",-1.50%,"1,254,282",1.39%,"159,770",,"16,494",,"285,893",,"202,503",,"212,996",,0,,"7,687",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Washington,Olympic NP,"3,717,267",26.12%,"1,370,970",6.16%,"1,086,478",3.96%,"16,451,648",6.16%,"356,532",5.82%,"88,217",26.87%,"12,853",0.56%,"130,274",7.39%,"92,181",0.70%,"124,736",-21.18%,0,-2.20%,89,,Subtotal Washington,"9,036,038",8.94%,"3,877,275",-1.50%,"2,034,043",3.00%,"46,527,370",-1.50%,"1,254,282",1.39%,"159,770",,"16,494",,"285,893",,"202,503",,"212,996",,0,,"7,687",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
